Country Name,Country Code,Population_1961,Population_1962,Population_1963,Population_1964,Population_1965,Population_1966,Population_1967,Population_1968,Population_1969,Population_1970,Population_1971,Population_1972,Population_1973,Population_1974,Population_1975,Population_1976,Population_1977,Population_1978,Population_1979,Population_1980,Population_1981,Population_1982,Population_1983,Population_1984,Population_1985,Population_1986,Population_1987,Population_1988,Population_1989,Population_1990,Population_1991,Population_1992,Population_1993,Population_1994,Population_1995,Population_1996,Population_1997,Population_1998,Population_1999,Population_2000,Population_2001,Population_2002,Population_2003,Population_2004,Population_2005,Population_2006,Population_2007,Population_2008,Population_2009,Population_2010,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Population_2016,Population_2017,Population_2018,Population_2019
Senegal,SEN,3348228,3439959.0,3534971.0,3633675.0,3736379.0,3842900.0,3953122.0,4067480.0,4186525.0,4310454.0,4440136.0,4575041.0,4712380.0,4848373.0,4980627.0,5107834.0,5231695.0,5356572.0,5488562.0,5632079.0,5788542.0,5956787.0,6135348.0,6321752.0,6514069.0,6711693.0,6914937.0,7123825.0,7338584.0,7559097.0,7785849.0,8017875.0,8251913.0,8483653.0,8710306.0,8930707.0,9146531.0,9361259.0,9579951.0,9806531.0,10042259.0,10286999.0,10541671.0,10806927.0,11083314.0,11371507.0,11672025.0,11985003.0,12310387.0,12648089.0,12998021.0,13360102.0,13734059.0,14119533.0,14516068.0,14923586.0,15341545.0,15768336.0,16201925.0
Singapore,SGP,1702400,1749541.0,1793761.0,1839735.0,1884442.0,1931293.0,1973949.0,2007990.0,2038201.0,2069893.0,2107850.0,2146892.0,2187011.0,2223406.0,2255874.0,2286277.0,2317958.0,2345998.0,2375614.0,2405766.0,2521428.0,2632083.0,2666267.0,2716665.0,2720377.0,2717807.0,2758678.0,2828687.0,2911730.0,3024970.0,3111045.0,3204509.0,3285577.0,3388632.0,3491572.0,3633481.0,3755473.0,3883054.0,3914085.0,3981879.0,4089284.0,4126604.0,4065756.0,4116656.0,4213418.0,4345272.0,4526296.0,4767164.0,4910939.0,4997953.0,5102155.0,5227331.0,5311978.0,5380951.0,5444789.0,5515432.0,5520318.0,5546247.0,5609712.0
Solomon Islands,SLB,129642,133495.0,137489.0,141611.0,145874.0,150259.0,154800.0,159587.0,164771.0,170440.0,176615.0,183280.0,190316.0,197594.0,204992.0,212482.0,220068.0,227770.0,235616.0,243626.0,251817.0,260146.0,268571.0,277012.0,285426.0,293786.0,302130.0,310545.0,319163.0,328082.0,337328.0,346882.0,356736.0,366864.0,377220.0,387823.0,398665.0,409729.0,420996.0,432448.0,444114.0,455988.0,467961.0,479870.0,491633.0,503172.0,514603.0,526212.0,538427.0,551519.0,565610.0,580600.0,596330.0,612540.0,629050.0,645844.0,662925.0,680228.0,697678.0
Sierra Leone,SLE,2431632,2468977.0,2508033.0,2548841.0,2591420.0,2635834.0,2682145.0,2730474.0,2780946.0,2833663.0,2888699.0,2946078.0,3005808.0,3067852.0,3132210.0,3198979.0,3268249.0,3339956.0,3414016.0,3490420.0,3567449.0,3644935.0,3726060.0,3815220.0,3914558.0,4027485.0,4150483.0,4270517.0,4369843.0,4436423.0,4466003.0,4465042.0,4445727.0,4425984.0,4420005.0,4428940.0,4452124.0,4499300.0,4581613.0,4705384.0,4876213.0,5088650.0,5324238.0,5557490.0,5769824.0,5954489.0,6116118.0,6261389.0,6401832.0,6546037.0,6694937.0,6845567.0,6998250.0,7152693.0,7308738.0,7466931.0,7627786.0,7790765.0,7955078.0
El Salvador,SLV,2664838,2742875.0,2824039.0,2907298.0,2991839.0,3077187.0,3163255.0,3250059.0,3337747.0,3426358.0,3515660.0,3605198.0,3694473.0,3782864.0,3869837.0,3955332.0,4039137.0,4120444.0,4198315.0,4272120.0,4341555.0,4407017.0,4469532.0,4530599.0,4591365.0,4651908.0,4712150.0,4772884.0,4835078.0,4899244.0,4965834.0,5034263.0,5102719.0,5168687.0,5230285.0,5286974.0,5339072.0,5386692.0,5430258.0,5470145.0,5506323.0,5538863.0,5568457.0,5595998.0,5622251.0,5647533.0,5672015.0,5696074.0,5720103.0,5744379.0,5769122.0,5794477.0,5820564.0,5847494.0,5875291.0,5904034.0,5933664.0,5963888.0,5994285.0
San Marino,SMR,15553,15958.0,16369.0,16776.0,17177.0,17570.0,17947.0,18297.0,18597.0,18835.0,18999.0,19102.0,19172.0,19268.0,19431.0,19676.0,19981.0,20333.0,20689.0,21012.0,21310.0,21575.0,21830.0,22073.0,22315.0,22556.0,22798.0,23047.0,23306.0,23605.0,23931.0,24283.0,24659.0,25021.0,25357.0,25672.0,25973.0,26243.0,26540.0,26848.0,27188.0,27541.0,27917.0,28284.0,28657.0,29022.0,29375.0,29735.0,30106.0,30507.0,30926.0,31357.0,31792.0,32175.0,32490.0,32716.0,32879.0,32990.0,33063.0
Somalia,SOM,3016963,3080717.0,3146737.0,3215297.0,3286604.0,3366168.0,3455134.0,3544839.0,3623148.0,3684493.0,3714109.0,3722040.0,3756994.0,3883578.0,4139329.0,4544166.0,5068330.0,5639530.0,6158152.0,6551208.0,6786789.0,6887079.0,6898059.0,6894021.0,6929275.0,7020512.0,7150121.0,7297548.0,7429710.0,7524750.0,7575546.0,7597753.0,7619053.0,7677909.0,7800887.0,7997328.0,8256890.0,8562195.0,8887141.0,9212202.0,9533069.0,9854081.0,10174543.0,10495769.0,10818791.0,11142237.0,11464851.0,11788321.0,12115249.0,12447898.0,12786812.0,13132555.0,13487335.0,13853849.0,14234181.0,14629358.0,15039678.0,15465567.0,15907202.0
South Sudan,SSD,2819021,2872483.0,2928409.0,2986872.0,3047943.0,3111665.0,3178120.0,3247387.0,3319638.0,3395001.0,3473658.0,3555774.0,3641496.0,3730990.0,3824454.0,3920435.0,4018866.0,4122749.0,4236170.0,4361140.0,4498324.0,4644007.0,4790414.0,4927068.0,5045761.0,5148524.0,5236326.0,5299203.0,5324547.0,5306203.0,5235744.0,5123744.0,5006762.0,4934474.0,4940955.0,5040201.0,5220079.0,5456089.0,5712043.0,5962076.0,6196304.0,6423155.0,6656507.0,6917809.0,7220456.0,7567885.0,7948383.0,8341685.0,8719960.0,9062343.0,9364464.0,9630188.0,9857338.0,10045767.0,10197633.0,10308236.0,10382428.0,10444249.0,10525946.0
Sao Tome and Principe,STP,64330,64207.0,63960.0,64006.0,64615.0,65888.0,67718.0,69882.0,72085.0,74102.0,75853.0,77414.0,78919.0,80578.0,82526.0,84820.0,87389.0,90058.0,92617.0,94901.0,96839.0,98511.0,100076.0,101807.0,103860.0,106310.0,109069.0,112027.0,114989.0,117810.0,120494.0,123055.0,125486.0,127800.0,130004.0,132088.0,134073.0,136048.0,138116.0,140370.0,142809.0,145440.0,148339.0,151579.0,155218.0,159312.0,163800.0,168480.0,173099.0,177467.0,181507.0,185284.0,188871.0,192417.0,196025.0,199720.0,203480.0,207314.0,211234.0
Suriname,SUR,294229,302059.0,309957.0,318118.0,326617.0,335642.0,344959.0,353657.0,360555.0,364845.0,366136.0,364822.0,361835.0,358606.0,356187.0,354911.0,354613.0,355063.0,355779.0,356477.0,357084.0,357860.0,359201.0,361612.0,365472.0,370882.0,377660.0,385356.0,393402.0,401334.0,409026.0,416532.0,423767.0,430710.0,437343.0,443589.0,449447.0,455026.0,460477.0,465950.0,471487.0,477048.0,482663.0,488310.0,493995.0,499729.0,505519.0,511360.0,517250.0,523162.0,529111.0,535078.0,541024.0,546906.0,552666.0,558318.0,563843.0,569239.0,574527.0
Slovenia,SVN,1571851,1581208.0,1594289.0,1609150.0,1625869.0,1646193.0,1665425.0,1680163.0,1689332.0,1700156.0,1713356.0,1727000.0,1741197.0,1750471.0,1767584.0,1793672.0,1815345.0,1835112.0,1854762.0,1873110.0,1878242.0,1881985.0,1893757.0,1903419.0,1912742.0,1936554.0,1959869.0,1965200.0,1966337.0,1968119.0,1969368.0,1966479.0,1961793.0,1959523.0,1959946.0,1958720.0,1956086.0,1951819.0,1953213.0,1958996.0,1962081.0,1964512.0,1965697.0,1966956.0,1970363.0,1976651.0,1987705.0,1990848.0,2008843.0,2017603.0,2021794.0,2026040.0,2028790.0,2030785.0,2032312.0,2033800.0,2035125.0,2042504.0,2056297.0
Sweden,SWE,7519998,7561473.0,7604092.0,7660903.0,7733057.0,7806642.0,7866537.0,7910747.0,7966339.0,8040704.0,8096032.0,8119956.0,8133952.0,8157554.0,8189962.0,8219748.0,8248941.0,8272957.0,8291011.0,8307841.0,8317804.0,8322561.0,8326329.0,8333895.0,8347660.0,8367074.0,8394993.0,8433576.0,8489843.0,8555436.0,8613754.0,8664276.0,8714601.0,8776536.0,8822587.0,8836628.0,8841688.0,8846596.0,8853490.0,8867707.0,8891514.0,8920450.0,8953642.0,8988857.0,9024807.0,9075570.0,9142870.0,9214096.0,9292591.0,9371813.0,9442584.0,9512437.0,9593041.0,9688225.0,9790674.0,9913689.0,10047271.0,10163985.0,10273510.0
Seychelles,SYC,43001,44142.0,45264.0,46398.0,47563.0,48749.0,49947.0,51156.0,52373.0,53594.0,54678.0,55996.0,56852.0,57887.0,59225.0,60423.0,61690.0,62052.0,62585.0,63156.0,63924.0,64300.0,64222.0,64602.0,65126.0,65532.0,68314.0,68569.0,68979.0,69317.0,70240.0,70562.0,72032.0,73952.0,75039.0,76140.0,77033.0,78540.0,80083.0,80798.0,80869.0,83341.0,82398.0,82093.0,82473.0,84189.0,84619.0,86511.0,86851.0,89276.0,86929.0,87782.0,89403.0,90794.0,92819.0,94061.0,95212.0,96121.0,96974.0
Turks and Caicos Islands,TCA,5799,5809.0,5795.0,5773.0,5748.0,5716.0,5689.0,5669.0,5698.0,5765.0,5892.0,6073.0,6290.0,6508.0,6722.0,6905.0,7083.0,7265.0,7486.0,7752.0,8086.0,8487.0,8917.0,9349.0,9746.0,10117.0,10469.0,10823.0,11258.0,11794.0,12457.0,13231.0,14071.0,14900.0,15663.0,16334.0,16941.0,17570.0,18355.0,19384.0,20693.0,22226.0,23866.0,25426.0,26798.0,27926.0,28855.0,29621.0,30308.0,30989.0,31662.0,32309.0,32934.0,33533.0,34108.0,34652.0,35175.0,35692.0,36187.0
Chad,TCD,3127275,3188863.0,3251922.0,3315597.0,3379384.0,3442710.0,3506069.0,3571333.0,3641103.0,3717044.0,3800353.0,3890128.0,3983446.0,4076170.0,4165516.0,4250800.0,4333629.0,4416388.0,4502554.0,4594939.0,4694037.0,4799999.0,4914755.0,5040506.0,5178742.0,5330852.0,5496454.0,5673095.0,5857124.0,6046103.0,6239497.0,6438627.0,6645123.0,6861383.0,7089359.0,7328820.0,7579705.0,7844295.0,8125395.0,8424630.0,8743574.0,9080747.0,9431006.0,9787241.0,10144459.0,10500342.0,10856620.0,11217426.0,11588905.0,11975354.0,12378151.0,12795389.0,13224161.0,13660154.0,14100291.0,14543598.0,14991182.0,15444452.0,15905614.0
Togo,TGO,1491264,1505413.0,1523053.0,1551083.0,1593934.0,1653804.0,1728010.0,1810160.0,1891232.0,1964709.0,2028792.0,2085469.0,2136579.0,2185436.0,2234789.0,2284280.0,2333823.0,2386812.0,2447553.0,2518876.0,2602162.0,2696041.0,2797090.0,2900384.0,3002140.0,3102022.0,3200696.0,3296716.0,3388589.0,3475658.0,3556376.0,3631900.0,3707636.0,3790951.0,3886946.0,3998021.0,4122157.0,4254620.0,4388425.0,4518623.0,4643657.0,4765385.0,4886348.0,5010456.0,5140592.0,5277303.0,5419578.0,5566828.0,5717956.0,5872138.0,6029365.0,6189797.0,6352944.0,6518194.0,6685121.0,6853502.0,7023422.0,7195208.0,7369356.0
Thailand,THA,28376096,29224643.0,30101656.0,31006310.0,31937524.0,32893045.0,33871162.0,34871619.0,35894539.0,36938640.0,38003468.0,39084432.0,40170897.0,41249340.0,42309509.0,43347220.0,44363142.0,45358107.0,46334989.0,47296267.0,48237078.0,49156176.0,50063908.0,50974501.0,51895959.0,52838148.0,53792673.0,54727457.0,55598505.0,56376604.0,57044743.0,57618506.0,58141127.0,58674358.0,59261396.0,59918358.0,60628011.0,61359449.0,62066217.0,62714452.0,63296081.0,63821756.0,64298891.0,64741068.0,65158960.0,65552557.0,65919599.0,66266219.0,66599896.0,66925975.0,67247262.0,67562820.0,67869425.0,68161835.0,68435948.0,68691250.0,68928399.0,69145832.0,69341810.0
Tajikistan,TJK,2163433,2239668.0,2319997.0,2402794.0,2486818.0,2571843.0,2658034.0,2745126.0,2832855.0,2921078.0,3009746.0,3098959.0,3189021.0,3280367.0,3373420.0,3468285.0,3565231.0,3665118.0,3768994.0,3877663.0,3990558.0,4107405.0,4229557.0,4358744.0,4495595.0,4641319.0,4793922.0,4946994.0,5091944.0,5222684.0,5336891.0,5436615.0,5525616.0,5609785.0,5693750.0,5778593.0,5863927.0,5951142.0,6041557.0,6136257.0,6236293.0,6342330.0,6454504.0,6572650.0,6696694.0,6826868.0,6963637.0,7107337.0,7258341.0,7416888.0,7582641.0,7755338.0,7935360.0,8123203.0,8318862.0,8522549.0,8733089.0,8947352.0,9161243.0
Turkmenistan,TKM,1644416,1700031.0,1756987.0,1814677.0,1872678.0,1930686.0,1988771.0,2047243.0,2106661.0,2167386.0,2229471.0,2292765.0,2357163.0,2422489.0,2488593.0,2555627.0,2623617.0,2692270.0,2761199.0,2830190.0,2899164.0,2968441.0,3038832.0,3111394.0,3186920.0,3264980.0,3345363.0,3429301.0,3518406.0,3613366.0,3715121.0,3822062.0,3929277.0,4030164.0,4119981.0,4197100.0,4262925.0,4319673.0,4370905.0,4419565.0,4466242.0,4510955.0,4555490.0,4601885.0,4651753.0,4705702.0,4764068.0,4827836.0,4897933.0,4974844.0,5059080.0,5149988.0,5245370.0,5342170.0,5438016.0,5532063.0,5624392.0,5714743.0,5803115.0
Timor-Leste,TLS,517732,526995.0,536636.0,546605.0,556852.0,567088.0,577262.0,587787.0,599242.0,611892.0,626371.0,642161.0,657032.0,667960.0,672938.0,670821.0,662822.0,652300.0,644019.0,641391.0,645587.0,655555.0,669764.0,685783.0,701844.0,717372.0,732921.0,749117.0,766976.0,787064.0,809892.0,834747.0,859593.0,881643.0,899052.0,910719.0,917618.0,922570.0,929577.0,941457.0,959224.0,981818.0,1007459.0,1033484.0,1057908.0,1080310.0,1101319.0,1121367.0,1141214.0,1161478.0,1182141.0,1203028.0,1224393.0,1246525.0,1269631.0,1293795.0,1318986.0,1344945.0,1371358.0
Tonga,TON,65683,68231.0,71003.0,73789.0,76420.0,78874.0,81160.0,83238.0,85042.0,86564.0,87734.0,88575.0,89228.0,89862.0,90614.0,91549.0,92609.0,93692.0,94644.0,95362.0,95810.0,96048.0,96138.0,96198.0,96309.0,96506.0,96745.0,97022.0,97288.0,97511.0,97692.0,97849.0,98011.0,98197.0,98440.0,98744.0,99098.0,99521.0,99981.0,100483.0,101009.0,101556.0,102136.0,102779.0,103481.0,104299.0,105192.0,106007.0,106530.0,106628.0,106192.0,105343.0,104345.0,103583.0,103329.0,103689.0,104572.0,105794.0,107115.0
Trinidad and Tobago,TTO,861387,875830.0,888194.0,898755.0,907794.0,915211.0,921183.0,926702.0,933043.0,941146.0,951424.0,963684.0,977396.0,991706.0,1005976.0,1019980.0,1033919.0,1048094.0,1062991.0,1078890.0,1095901.0,1113693.0,1131499.0,1148279.0,1163302.0,1176248.0,1187289.0,1196804.0,1205424.0,1213605.0,1221517.0,1229027.0,1235898.0,1241751.0,1246393.0,1249717.0,1252000.0,1253834.0,1256056.0,1259252.0,1263695.0,1269229.0,1275520.0,1282026.0,1288349.0,1294356.0,1300196.0,1306137.0,1312567.0,1319719.0,1327675.0,1336231.0,1345028.0,1353587.0,1361499.0,1368669.0,1375120.0,1380857.0,1385930.0
Tunisia,TUN,4216031,4282492.0,4356045.0,4435910.0,4521417.0,4612999.0,4710864.0,4813785.0,4920072.0,5028544.0,5139024.0,5251988.0,5367828.0,5487190.0,5610731.0,5737788.0,5868648.0,6005999.0,6153434.0,6313120.0,6486223.0,6670986.0,6862968.0,7056044.0,7245640.0,7429398.0,7607961.0,7783356.0,7959023.0,8137015.0,8317977.0,8499559.0,8677342.0,8845370.0,8999352.0,9138256.0,9263398.0,9375838.0,9477553.0,9570517.0,9654486.0,9730433.0,9803131.0,9878738.0,9961673.0,10054328.0,10155835.0,10263385.0,10372451.0,10479848.0,10584403.0,10687480.0,10791364.0,10899444.0,11013861.0,11135343.0,11262183.0,11391228.0,11518086.0
Turkey,TUR,29029976,29728930.0,30440592.0,31166708.0,31908763.0,32666696.0,33440697.0,34232789.0,35045447.0,35880204.0,36738456.0,37619172.0,38518377.0,39430505.0,40351696.0,41278242.0,42211235.0,43157247.0,44125703.0,45122143.0,46149196.0,47200875.0,48263648.0,49319020.0,50353415.0,51362525.0,52349305.0,53316435.0,54269361.0,55212777.0,56145680.0,57068037.0,57986866.0,58911280.0,59847633.0,60798666.0,61762247.0,62733706.0,63705782.0,64672898.0,65639260.0,66606705.0,67564990.0,68500585.0,69406942.0,70273742.0,71111963.0,71962018.0,72878736.0,73899106.0,75031537.0,76256770.0,77548714.0,78868572.0,80182563.0,81491343.0,82787919.0,84021827.0,85147098.0
Tuvalu,TUV,5327,5332.0,5335.0,5348.0,5378.0,5430.0,5502.0,5587.0,5659.0,5724.0,5755.0,5779.0,5811.0,5893.0,6046.0,6303.0,6621.0,6974.0,7308.0,7580.0,7766.0,7893.0,7977.0,8050.0,8153.0,8268.0,8414.0,8563.0,8703.0,8835.0,8946.0,9031.0,9112.0,9169.0,9214.0,9239.0,9239.0,9248.0,9262.0,9309.0,9398.0,9508.0,9636.0,9777.0,9906.0,10024.0,10124.0,10216.0,10324.0,10428.0,10530.0,10634.0,10750.0,10863.0,10988.0,11112.0,11255.0,11391.0,11527.0
Tanzania,TZA,10555397,10862314.0,11180098.0,11509025.0,11849496.0,12201298.0,12565102.0,12943314.0,13339022.0,13754299.0,14190572.0,14646953.0,15120324.0,15606227.0,16101582.0,16605423.0,17119211.0,17645266.0,18186956.0,18746874.0,19326786.0,19926522.0,20544466.0,21178085.0,21826187.0,22484539.0,23155054.0,23849736.0,24584821.0,25369875.0,26214040.0,27108668.0,28024107.0,28919529.0,29767253.0,30555289.0,31297261.0,32022578.0,32774070.0,33583235.0,34460575.0,35398683.0,36389494.0,37418281.0,38474878.0,39558518.0,40675628.0,41831414.0,43033217.0,44286286.0,45591862.0,46948169.0,48353538.0,49805162.0,51300582.0,52839868.0,54422627.0,56045332.0,57699612.0
Uganda,UGA,7471533,7715678.0,7974168.0,8244683.0,8525002.0,8816067.0,9117067.0,9421889.0,9722576.0,10014004.0,10293549.0,10564302.0,10834062.0,11113945.0,11412251.0,11732492.0,12073463.0,12433285.0,12808257.0,13196178.0,13595997.0,14010385.0,14445156.0,14908066.0,15404120.0,15935444.0,16498955.0,17087892.0,17692684.0,18306072.0,18927402.0,19557914.0,20194719.0,20834827.0,21477034.0,22119299.0,22764533.0,23422847.0,24107961.0,24829933.0,25593714.0,26397687.0,27237250.0,28104701.0,28995045.0,29909348.0,30852037.0,31825696.0,32833781.0,33880069.0,34958432.0,36070692.0,37237386.0,38485702.0,39831196.0,41286088.0,42834265.0,44428294.0,46008049.0
Ukraine,UKR,43195765,43738097.0,44271042.0,44776302.0,45241248.0,45659523.0,46036005.0,46383069.0,46719113.0,47057241.0,47401896.0,47748379.0,48089744.0,48415179.0,48717041.0,48993102.0,49246637.0,49482066.0,49706046.0,49923272.0,50177532.0,50340127.0,50519650.0,50709128.0,50871723.0,51051246.0,51246696.0,51473985.0,51725141.0,51843296.0,51952180.0,52101725.0,52130490.0,51872292.0,51462464.0,51005889.0,50541048.0,50089412.0,49617210.0,49117774.0,48601585.0,48140045.0,47749448.0,47387235.0,47039981.0,46721963.0,46443093.0,46191605.0,45986588.0,45803900.0,45639189.0,45526471.0,45422811.0,45205118.0,45087019.0,44937631.0,44764016.0,44555225.0,44317587.0
Uruguay,URY,2563794,2595697.0,2626657.0,2656650.0,2685545.0,2713642.0,2740626.0,2765104.0,2785243.0,2799904.0,2808349.0,2811516.0,2812170.0,2814140.0,2820193.0,2831327.0,2846815.0,2865457.0,2885277.0,2904841.0,2923933.0,2943039.0,2962091.0,2981169.0,3000309.0,3019308.0,3038110.0,3057103.0,3076854.0,3097709.0,3119606.0,3142240.0,3165346.0,3188575.0,3211531.0,3234458.0,3257071.0,3277810.0,3294657.0,3306313.0,3312022.0,3312587.0,3310224.0,3308040.0,3308366.0,3311948.0,3318264.0,3326691.0,3336094.0,3345640.0,3355246.0,3365230.0,3375636.0,3386569.0,3398077.0,3410129.0,3422569.0,3435147.0,3447509.0
United States,USA,182992000,185806412.0,188480472.0,191098553.0,193487613.0,195722188.0,197853370.0,199828859.0,201781672.0,204132434.0,206713349.0,208926262.0,210920415.0,212847511.0,214946158.0,216988619.0,219171030.0,221493307.0,223937655.0,226086538.0,228305386.0,230481861.0,232589338.0,234603137.0,236682024.0,238869354.0,241004438.0,243192756.0,245489482.0,248262655.0,251580091.0,255069219.0,258432766.0,261601917.0,264717039.0,267796788.0,271020955.0,274180286.0,277328808.0,280414837.0,283190219.0,285817651.0,288274201.0,290942133.0,293623785.0,296455064.0,299274515.0,302105249.0,304753659.0,307276550.0,309488996.0,311739814.0,313880759.0,316164297.0,318474324.0,320756732.0,322780732.0,324466736.0,326004558.0
Uzbekistan,UZB,8867714,9164536.0,9476223.0,9806003.0,10155327.0,10526459.0,10916464.0,11315256.0,11709222.0,12088942.0,12449887.0,12795674.0,13134919.0,13480496.0,13841686.0,14221285.0,14616250.0,15023104.0,15436121.0,15851212.0,16267375.0,16686249.0,17109502.0,17539689.0,17978489.0,18425107.0,18878080.0,19337492.0,19803469.0,20383369.0,20817974.0,21306029.0,21790200.0,22217964.0,22619415.0,23052053.0,23486639.0,23864654.0,24121893.0,24455679.0,24765280.0,25068365.0,25360079.0,25652676.0,25951106.0,26267766.0,26641681.0,27069367.0,27526120.0,28303141.0,29062802.0,29490636.0,29951252.0,30456500.0,30987740.0,31526570.0,32057322.0,32614153.0,33226439.0
British Virgin Islands,VGB,7561,7692.0,7844.0,8000.0,8168.0,8346.0,8526.0,8708.0,8895.0,9079.0,9253.0,9428.0,9596.0,9752.0,9878.0,9990.0,10088.0,10195.0,10353.0,10590.0,10906.0,11289.0,11743.0,12257.0,12827.0,13449.0,14128.0,14797.0,15432.0,15995.0,16461.0,16851.0,17166.0,17427.0,17644.0,17816.0,17964.0,18106.0,18292.0,18550.0,18879.0,19289.0,19778.0,20373.0,21066.0,21885.0,22799.0,23735.0,24577.0,25254.0,25727.0,26026.0,26204.0,26333.0,26481.0,26665.0,26866.0,27070.0,27276.0
Vietnam,VNM,32701357,33674866.0,34667717.0,35680339.0,36711973.0,37762594.0,38828108.0,39899043.0,40963273.0,42012501.0,43044349.0,44062213.0,45071191.0,46079213.0,47093470.0,48113842.0,49142526.0,50191996.0,51277910.0,52411121.0,53595820.0,54828222.0,56100781.0,57401774.0,58721496.0,60053503.0,61395862.0,62747980.0,64110778.0,65481905.0,66861956.0,68240530.0,69591076.0,70879366.0,72080974.0,73186977.0,74204022.0,75143238.0,76023212.0,76859798.0,77655982.0,78413907.0,79148342.0,79876979.0,80613882.0,81365114.0,82132705.0,82921032.0,83733181.0,84570615.0,85435184.0,86325459.0,87234817.0,88153818.0,89074111.0,89993611.0,90909563.0,91812037.0,92693534.0
Vanuatu,VUT,67691,69810.0,71992.0,74191.0,76376.0,78531.0,80665.0,82853.0,85153.0,87632.0,90294.0,93121.0,96086.0,99139.0,102250.0,105423.0,108642.0,111872.0,115042.0,118116.0,121086.0,123967.0,126808.0,129675.0,132637.0,135674.0,138784.0,142046.0,145550.0,149352.0,153515.0,157986.0,162576.0,166979.0,171028.0,174615.0,177838.0,180928.0,184230.0,187960.0,192227.0,196944.0,201996.0,207176.0,212343.0,217444.0,222559.0,227802.0,233353.0,239320.0,245759.0,252597.0,259720.0,266958.0,274186.0,281372.0,288538.0,295695.0,302883.0
Samoa,WSM,113621,117282.0,121053.0,124824.0,128525.0,132135.0,135632.0,138937.0,141949.0,144600.0,146869.0,148759.0,150334.0,151675.0,152843.0,153858.0,154721.0,155490.0,156247.0,157039.0,157927.0,158898.0,159884.0,160786.0,161533.0,162091.0,162516.0,162930.0,163498.0,164367.0,165568.0,167068.0,168704.0,170286.0,171653.0,172771.0,173680.0,174456.0,175231.0,176082.0,177026.0,178048.0,179132.0,180245.0,181389.0,182545.0,183722.0,184946.0,186246.0,187646.0,189174.0,190801.0,192438.0,193950.0,195249.0,196277.0,197100.0,197883.0,198856.0
Kosovo,XKX,965510,993098.0,1020686.0,1048274.0,1075862.0,1103450.0,1132010.0,1159597.0,1187184.0,1214771.0,1242358.0,1272865.0,1302399.0,1332906.0,1362440.0,1392947.0,1422481.0,1452015.0,1482523.0,1512056.0,1542564.0,1572097.0,1603579.0,1636035.0,1670438.0,1704841.0,1740216.0,1777536.0,1812911.0,1847313.0,1882688.0,1916115.0,1948567.0,1980044.0,2011521.0,2041045.0,2067636.0,1945134.0,1732042.0,1669998.0,1671131.0,1672266.0,1673401.0,1674536.0,1675673.0,1689132.0,1702700.0,1716376.0,1730161.0,1744059.0,1759042.0,1774790.0,1785571.0,1780313.0,1756013.0,1745534.0,1758688.0,1764650.0,1761862.0
South Africa,ZAF,17869991,18314310.0,18774784.0,19250873.0,19742249.0,20248396.0,20769634.0,21307408.0,21863675.0,22439536.0,23036983.0,23654963.0,24288135.0,24929073.0,25573182.0,26216354.0,26861826.0,27521185.0,28210529.0,28940497.0,29716758.0,30533467.0,31375765.0,32222520.0,33058869.0,33875285.0,34676587.0,35479279.0,36307612.0,37176732.0,38093174.0,39044319.0,40002838.0,40930960.0,41801226.0,42605789.0,43352110.0,44047200.0,44704044.0,45333937.0,45938371.0,46518994.0,47088311.0,47661742.0,48251677.0,48861385.0,49492427.0,50152720.0,50850612.0,51590631.0,52377550.0,53206743.0,54061111.0,54916989.0,55756629.0,56573368.0,57369774.0,58148682.0,58927070.0
Zambia,ZMB,3337000,3437062.0,3540330.0,3647336.0,3758575.0,3874145.0,3994233.0,4119503.0,4250753.0,4388577.0,4533346.0,4685015.0,4843201.0,5007275.0,5176802.0,5351374.0,5531196.0,5717079.0,5910206.0,6111224.0,6320174.0,6536145.0,6757718.0,6982893.0,7210070.0,7439477.0,7670951.0,7901990.0,8129485.0,8351630.0,8566861.0,8776904.0,8987401.0,9206124.0,9438634.0,9687589.0,9951443.0,10226389.0,10506598.0,10788116.0,11070507.0,11356184.0,11647451.0,11947649.0,12259648.0,12583397.0,12919407.0,13271644.0,13645024.0,14042730.0,14466861.0,14915734.0,15384060.0,15864243.0,16350779.0,16841849.0,17338950.0,17843999.0,18360114.0
Zimbabwe,ZWE,4140117,4279972.0,4425318.0,4575385.0,4729732.0,4888027.0,5050723.0,5219148.0,5395085.0,5579734.0,5774287.0,5978260.0,6189241.0,6403815.0,6619867.0,6835810.0,7053345.0,7277579.0,7515569.0,7772087.0,8047223.0,8338232.0,8643248.0,8959370.0,9283304.0,9614727.0,9950584.0,10281256.0,10594531.0,10881274.0,11137502.0,11364071.0,11562764.0,11737573.0,11891819.0,12027052.0,12143230.0,12240614.0,12319187.0,12380261.0,12424401.0,12456012.0,12485084.0,12524292.0,12583323.0,12665154.0,12769366.0,12897527.0,13050207.0,13226893.0,13430110.0,13658153.0,13900946.0,14144865.0,14380209.0,14603068.0,14816282.0,15025308.0,15238619.0
