Country Name,Country Code,Population_1961,Population_1962,Population_1963,Population_1964,Population_1965,Population_1966,Population_1967,Population_1968,Population_1969,Population_1970,Population_1971,Population_1972,Population_1973,Population_1974,Population_1975,Population_1976,Population_1977,Population_1978,Population_1979,Population_1980,Population_1981,Population_1982,Population_1983,Population_1984,Population_1985,Population_1986,Population_1987,Population_1988,Population_1989,Population_1990,Population_1991,Population_1992,Population_1993,Population_1994,Population_1995,Population_1996,Population_1997,Population_1998,Population_1999,Population_2000,Population_2001,Population_2002,Population_2003,Population_2004,Population_2005,Population_2006,Population_2007,Population_2008,Population_2009,Population_2010,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Population_2016,Population_2017,Population_2018,Population_2019
Aruba,ABW,57008,57812.0,58293.0,58638.0,58974.0,59338.0,59687.0,60026.0,60375.0,60720.0,61106.0,61516.0,61929.0,62221.0,62353.0,62280.0,62053.0,61782.0,61655.0,61774.0,62256.0,63051.0,63925.0,64574.0,64769.0,64375.0,63536.0,62756.0,62708.0,63845.0,66336.0,69945.0,74190.0,78364.0,81982.0,84866.0,87132.0,88974.0,90718.0,92582.0,94643.0,96753.0,98794.0,100530.0,101839.0,102653.0,103047.0,103185.0,103284.0,103502.0,103885.0,104407.0,105015.0,105639.0,106215.0,106754.0,107256.0,107742.0,108218.0
Afghanistan,AFG,10043473,10240903.0,10448782.0,10667187.0,10896272.0,11132831.0,11376429.0,11632919.0,11910332.0,12212449.0,12537934.0,12878279.0,13220727.0,13548526.0,13846699.0,14121060.0,14367873.0,14552014.0,14628013.0,14568397.0,14365380.0,14046518.0,13665443.0,13297094.0,13003977.0,12782029.0,12637842.0,12652504.0,12922806.0,13501347.0,14432961.0,15666419.0,17043636.0,18349141.0,19428852.0,20209789.0,20742628.0,21146553.0,21605526.0,22248302.0,23116610.0,24156099.0,25283793.0,26376442.0,27347816.0,28165646.0,28868053.0,29522860.0,30230529.0,31060834.0,32037115.0,33128808.0,34286524.0,35437036.0,36527463.0,37542312.0,38499020.0,39417130.0,40328382.0
Angola,AGO,4805453,4871943.0,4933162.0,4981209.0,5011970.0,5021206.0,5015148.0,5012897.0,5040270.0,5115366.0,5244348.0,5421697.0,5633061.0,5857777.0,6080993.0,6298270.0,6514474.0,6732974.0,6960159.0,7200591.0,7454314.0,7719157.0,7994525.0,8279469.0,8573214.0,8875994.0,9187932.0,9507893.0,9834435.0,10166689.0,10504676.0,10849262.0,11201499.0,11562876.0,11934837.0,12318451.0,12714775.0,13125328.0,13551802.0,13995922.0,14457955.0,14939297.0,15444068.0,15977354.0,16542562.0,17141332.0,17772242.0,18431687.0,19114374.0,19816151.0,20536301.0,21275151.0,22030834.0,22801361.0,23585466.0,24382247.0,25192245.0,26017577.0,26861322.0
Albania,ALB,1676635,1727885.0,1778922.0,1830167.0,1880570.0,1930115.0,1980881.0,2037188.0,2096187.0,2149658.0,2201744.0,2256677.0,2309992.0,2363057.0,2417435.0,2470818.0,2525503.0,2577926.0,2629213.0,2683058.0,2736799.0,2794635.0,2853906.0,2913950.0,2973861.0,3031352.0,3091889.0,3150224.0,3234898.0,3293097.0,3273246.0,3253396.0,3233545.0,3213695.0,3193844.0,3173994.0,3154143.0,3134293.0,3114442.0,3094592.0,3065550.0,3056357.0,3044922.0,3032196.0,3016678.0,2997645.0,2974991.0,2952163.0,2932269.0,2917711.0,2909862.0,2905056.0,2899734.0,2893730.0,2885303.0,2880690.0,2878041.0,2870940.0,2858710.0
Andorra,AND,8959,9559.0,10186.0,10822.0,11471.0,12131.0,12798.0,13478.0,14179.0,14909.0,15677.0,16474.0,17275.0,18046.0,18756.0,19400.0,19998.0,20579.0,21228.0,21976.0,22832.0,23794.0,24837.0,25930.0,27055.0,28194.0,29345.0,30520.0,31715.0,32937.0,34218.0,35531.0,36766.0,37781.0,38482.0,38788.0,38768.0,38656.0,38793.0,39403.0,40561.0,42160.0,44005.0,45809.0,47358.0,48618.0,49623.0,50325.0,50684.0,50676.0,50253.0,49455.0,48453.0,47507.0,46781.0,46351.0,46173.0,46176.0,46257.0
United Arab Emirates,ARE,108989,120591.0,133832.0,146972.0,159045.0,169437.0,179506.0,192609.0,213080.0,243718.0,284712.0,334913.0,393822.0,460520.0,533987.0,614828.0,702209.0,791882.0,878216.0,957267.0,1027054.0,1089017.0,1146959.0,1206550.0,1272055.0,1344635.0,1423313.0,1507576.0,1596287.0,1688611.0,1786146.0,1889795.0,1997369.0,2105810.0,2213779.0,2324653.0,2442672.0,2569054.0,2704952.0,2854006.0,3003602.0,3159593.0,3364561.0,3673223.0,4114750.0,4708288.0,5422869.0,6177204.0,6859454.0,7386744.0,7721832.0,7888173.0,7936617.0,7950639.0,7992572.0,8076756.0,8184935.0,8308028.0,8427562.0
Argentina,ARG,20950583,21285823.0,21621136.0,21956105.0,22290789.0,22624640.0,22958936.0,23297755.0,23646429.0,24008580.0,24386620.0,24779120.0,25181203.0,25585780.0,25988032.0,26385763.0,26781329.0,27179797.0,27588497.0,28012533.0,28452879.0,28907107.0,29372664.0,29845677.0,30322779.0,30803337.0,31286627.0,31769011.0,32246110.0,32714641.0,33173117.0,33621678.0,34060797.0,34491775.0,34915758.0,35332517.0,35742192.0,36146887.0,36549331.0,36951587.0,37355128.0,37759890.0,38164674.0,38567460.0,38967127.0,39362815.0,39755994.0,40150609.0,40551932.0,40856969.0,41328074.0,41797935.0,42265700.0,42730395.0,43191029.0,43647637.0,44100321.0,44548296.0,44990838.0
Armenia,ARM,1943799,2010748.0,2077714.0,2144070.0,2209355.0,2273084.0,2335238.0,2396344.0,2457226.0,2518453.0,2580167.0,2642015.0,2703397.0,2763475.0,2821651.0,2877688.0,2931755.0,2984092.0,3035115.0,3085113.0,3132855.0,3177902.0,3222275.0,3268706.0,3318408.0,3373968.0,3432813.0,3484837.0,3516329.0,3518016.0,3485137.0,3422495.0,3342325.0,3262428.0,3195863.0,3146688.0,3111600.0,3087270.0,3067678.0,3048320.0,3029489.0,3012850.0,2996873.0,2979732.0,2960354.0,2937465.0,2911846.0,2886917.0,2867465.0,2856749.0,2855973.0,2863599.0,2876828.0,2891503.0,2904529.0,2915027.0,2923615.0,2930524.0,2936430.0
American Samoa,ASM,19900,20519.0,21260.0,22037.0,22812.0,23561.0,24306.0,25009.0,25687.0,26314.0,26905.0,27460.0,27968.0,28441.0,28876.0,29262.0,29627.0,30038.0,30586.0,31346.0,32343.0,33537.0,34894.0,36334.0,37810.0,39311.0,40831.0,42334.0,43789.0,45154.0,46412.0,47552.0,48611.0,49625.0,50630.0,51620.0,52573.0,53470.0,54303.0,55029.0,55666.0,56221.0,56623.0,56791.0,56678.0,56243.0,55532.0,54695.0,53920.0,53342.0,53037.0,52949.0,52993.0,53067.0,53087.0,53019.0,52904.0,52756.0,52610.0
Antigua and Barbuda,ATG,55650,56493.0,57357.0,58299.0,59358.0,60576.0,61902.0,63182.0,64213.0,64843.0,65025.0,64798.0,64308.0,63770.0,63319.0,63007.0,62797.0,62673.0,62588.0,62500.0,62434.0,62413.0,62421.0,62420.0,62420.0,62388.0,62351.0,62406.0,62645.0,63168.0,64010.0,65116.0,66422.0,67848.0,69312.0,70813.0,72341.0,73858.0,75306.0,76647.0,77844.0,78928.0,79935.0,80973.0,82103.0,83342.0,84664.0,86034.0,87382.0,88664.0,89889.0,91046.0,92154.0,93201.0,94206.0,95169.0,96070.0,96932.0,97766.0
Australia,AUS,10598814,10857493.0,11065720.0,11282869.0,11503981.0,11766638.0,11915166.0,12125368.0,12379155.0,12623048.0,13049744.0,13289617.0,13492791.0,13834323.0,14004649.0,14145068.0,14304437.0,14470781.0,14627158.0,14805455.0,15040396.0,15291200.0,15482424.0,15657719.0,15871814.0,16131951.0,16377316.0,16645283.0,16927016.0,17177532.0,17396473.0,17607560.0,17779821.0,17968022.0,18185079.0,18423998.0,18630112.0,18824282.0,19039350.0,19266351.0,19526130.0,19764459.0,20008352.0,20240319.0,20507449.0,20809981.0,20939976.0,21359618.0,21799849.0,22138943.0,22446570.0,22838447.0,23231531.0,23578045.0,23917384.0,24290959.0,24700146.0,25079566.0,25459768.0
Austria,AUT,7086299,7129731.0,7175530.0,7223358.0,7270290.0,7321284.0,7376005.0,7414305.0,7439909.0,7465891.0,7499207.0,7542792.0,7584582.0,7597491.0,7577333.0,7563946.0,7566850.0,7560724.0,7547836.0,7547844.0,7567092.0,7572519.0,7560282.0,7559806.0,7563355.0,7568161.0,7572950.0,7583671.0,7617836.0,7675884.0,7752521.0,7837842.0,7902475.0,7932889.0,7945035.0,7955762.0,7964777.0,7973517.0,7989031.0,8008242.0,8038898.0,8078448.0,8117801.0,8168165.0,8223812.0,8264503.0,8291292.0,8317247.0,8339034.0,8359081.0,8387258.0,8425499.0,8475158.0,8541395.0,8637143.0,8730545.0,8791189.0,8834008.0,8870452.0
Azerbaijan,AZE,4033503,4172303.0,4313614.0,4452853.0,4586628.0,4713600.0,4834184.0,4948942.0,5059147.0,5165838.0,5269022.0,5368513.0,5465153.0,5560001.0,5653939.0,5747413.0,5840714.0,5934389.0,6028968.0,6124898.0,6222287.0,6321301.0,6422546.0,6526726.0,6634190.0,6744895.0,6858231.0,6973204.0,7088486.0,7120360.0,7230893.0,7340447.0,7451960.0,7552690.0,7639674.0,7716823.0,7791265.0,7865215.0,7934240.0,7999421.0,8061398.0,8121550.0,8183083.0,8254720.0,8339105.0,8430717.0,8526309.0,8705349.0,8886085.0,8991811.0,9108974.0,9230011.0,9349396.0,9466096.0,9578857.0,9685935.0,9780979.0,9865713.0,9948291.0
Burundi,BDI,2894153,2949310.0,3006679.0,3068778.0,3137058.0,3213285.0,3296054.0,3379792.0,3456872.0,3522240.0,3573421.0,3613354.0,3649071.0,3690642.0,3745344.0,3815514.0,3899154.0,3993914.0,4095726.0,4201575.0,4310535.0,4423416.0,4540828.0,4663904.0,4793035.0,4928224.0,5067815.0,5208548.0,5346152.0,5477387.0,5602799.0,5722961.0,5835083.0,5935768.0,6023738.0,6096809.0,6158886.0,6222371.0,6303882.0,6415294.0,6561135.0,6738264.0,6941261.0,7161309.0,7391700.0,7631636.0,7882623.0,8142853.0,8410531.0,8684384.0,8962958.0,9246164.0,9535884.0,9835011.0,10145493.0,10467817.0,10800837.0,11142875.0,11491532.0
Belgium,BEL,9165800,9202285.0,9271082.0,9358831.0,9443822.0,9507612.0,9560536.0,9598146.0,9625325.0,9634817.0,9652376.0,9690173.0,9720664.0,9751248.0,9779427.0,9796900.0,9808997.0,9818149.0,9826974.0,9837804.0,9837545.0,9834871.0,9834090.0,9833942.0,9836871.0,9840378.0,9848767.0,9880079.0,9915968.0,9945541.0,9982498.0,10022998.0,10062152.0,10093163.0,10114302.0,10134065.0,10158589.0,10180280.0,10203612.0,10228358.0,10263539.0,10309547.0,10352707.0,10397512.0,10454704.0,10523659.0,10600937.0,10684682.0,10770651.0,10869056.0,11010463.0,11078746.0,11130965.0,11180379.0,11245163.0,11302097.0,11345636.0,11397280.0,11453991.0
Benin,BEN,2101846,2133174.0,2166965.0,2203391.0,2242568.0,2284600.0,2329428.0,2376873.0,2426644.0,2478589.0,2532660.0,2589032.0,2647993.0,2709971.0,2775284.0,2844127.0,2916499.0,2992377.0,3071638.0,3154248.0,3240430.0,3330429.0,3424262.0,3521915.0,3623531.0,3728705.0,3837788.0,3952486.0,4075043.0,4206873.0,4348946.0,4500246.0,4657789.0,4817368.0,4976033.0,5132545.0,5287978.0,5444429.0,5605135.0,5772392.0,5946936.0,6127906.0,6314174.0,6503937.0,6695958.0,6889976.0,7086622.0,7286717.0,7491423.0,7701639.0,7917571.0,8139077.0,8366216.0,8598979.0,8837318.0,9081353.0,9331095.0,9586288.0,9846566.0
Burkina Faso,BFA,4890688,4955944.0,5022925.0,5093428.0,5168767.0,5249530.0,5335368.0,5425494.0,5518674.0,5614104.0,5711845.0,5812539.0,5916682.0,6024988.0,6138137.0,6256168.0,6379487.0,6509634.0,6648522.0,6797503.0,6957324.0,7127628.0,7307215.0,7494264.0,7687452.0,7886576.0,8092089.0,8304241.0,8523448.0,8750099.0,8984332.0,9226279.0,9476279.0,9734728.0,10002035.0,10278581.0,10564704.0,10860826.0,11167348.0,11484711.0,11813044.0,12152786.0,12505026.0,12871118.0,13251999.0,13648110.0,14059166.0,14484449.0,14922814.0,15373371.0,15835953.0,16310619.0,16796937.0,17294446.0,17802810.0,18321819.0,18851475.0,19391962.0,19943513.0
Bangladesh,BGD,55708888,57255152.0,58867848.0,60579053.0,62403772.0,64369646.0,66449072.0,68536794.0,70490265.0,72215187.0,73661220.0,74880865.0,76009510.0,77240921.0,78714538.0,80476518.0,82485489.0,84686266.0,86988211.0,89324492.0,91679974.0,94075427.0,96520860.0,99035807.0,101631130.0,104309105.0,107052667.0,109830713.0,112602168.0,115337949.0,118019906.0,120655317.0,123271438.0,125909546.0,128597080.0,131336821.0,134110043.0,136895965.0,139665030.0,142391832.0,145077751.0,147718268.0,150275664.0,152702914.0,154970163.0,157057813.0,158984312.0,160805721.0,162601608.0,164430557.0,166312074.0,168232892.0,170178864.0,172123319.0,174046425.0,175945794.0,177828843.0,179696125.0,181568561.0
Bulgaria,BGR,7943118,8012641.0,8077574.0,8143495.0,8203098.0,8256804.0,8308801.0,8367957.0,8432266.0,8487474.0,8534155.0,8573857.0,8618495.0,8676064.0,8717947.0,8755710.0,8801161.0,8811001.0,8822897.0,8858408.0,8887930.0,8914222.0,8936467.0,8957376.0,8957244.0,8954869.0,8968042.0,8978120.0,8873073.0,8713025.0,8626729.0,8534091.0,8466017.0,8437268.0,8399689.0,8356369.0,8305496.0,8250073.0,8203819.0,8163301.0,8000800.0,7827127.0,7765127.0,7706516.0,7648488.0,7590397.0,7534586.0,7481699.0,7433496.0,7384563.0,7337211.0,7294712.0,7253887.0,7212657.0,7166635.0,7116370.0,7064389.0,7013378.0,6964010.0
Bahrain,BHR,164334,169394.0,174213.0,178795.0,183183.0,187385.0,191524.0,195956.0,201150.0,207456.0,214843.0,223298.0,233183.0,244938.0,258767.0,274957.0,293162.0,312160.0,330274.0,346341.0,359773.0,370973.0,380934.0,391145.0,402694.0,415964.0,430570.0,445857.0,460831.0,474835.0,487894.0,500485.0,512887.0,525521.0,538847.0,552969.0,568297.0,585949.0,607361.0,633570.0,664213.0,699086.0,739330.0,786353.0,840646.0,903696.0,973968.0,1045305.0,1109356.0,1160384.0,1194743.0,1214941.0,1228959.0,1248472.0,1281463.0,1330884.0,1393143.0,1461702.0,1527029.0
Bosnia and Herzegovina,BIH,3299000,3363199.0,3427127.0,3488175.0,3544513.0,3595269.0,3641122.0,3683753.0,3725623.0,3768530.0,3813118.0,3858804.0,3904724.0,3949521.0,3992248.0,4032280.0,4070095.0,4107145.0,4145499.0,4186399.0,4228866.0,4271430.0,4314000.0,4356522.0,4397935.0,4441562.0,4485006.0,4514885.0,4513246.0,4468571.0,4373351.0,4235431.0,4077728.0,3932812.0,3823946.0,3758856.0,3730436.0,3728705.0,3737698.0,3745500.0,3749827.0,3753694.0,3756475.0,3758492.0,3759627.0,3759720.0,3757085.0,3748573.0,3730223.0,3699679.0,3655185.0,3598639.0,3535837.0,3474930.0,3421893.0,3378620.0,3343779.0,3316131.0,3293177.0
Belarus,BLR,8262998,8343239.0,8428022.0,8514474.0,8599724.0,8685686.0,8774274.0,8862617.0,8947843.0,9027076.0,9102230.0,9175221.0,9243171.0,9303196.0,9352405.0,9396234.0,9448010.0,9509710.0,9568434.0,9627158.0,9693817.0,9759484.0,9826143.0,9892802.0,9957477.0,10025127.0,10092777.0,10121683.0,10151585.0,10170533.0,10175523.0,10197459.0,10220391.0,10208406.0,10175413.0,10141418.0,10098406.0,10050380.0,10008107.0,9960956.0,9909860.0,9846777.0,9777868.0,9711166.0,9644838.0,9585783.0,9541799.0,9508840.0,9487639.0,9471476.0,9454084.0,9445421.0,9446920.0,9455413.0,9470476.0,9482362.0,9479098.0,9464351.0,9447727.0
Belize,BLZ,94685,97328.0,100067.0,102928.0,105930.0,109104.0,112392.0,115703.0,118850.0,121726.0,124300.0,126626.0,128743.0,130732.0,132662.0,134527.0,136348.0,138301.0,140610.0,143418.0,146772.0,150634.0,154871.0,159304.0,163785.0,168336.0,172989.0,177599.0,181951.0,185956.0,189468.0,192610.0,195851.0,199832.0,204999.0,211531.0,219226.0,227635.0,236120.0,244207.0,251740.0,258858.0,265719.0,272610.0,279710.0,287034.0,294518.0,302100.0,309715.0,317308.0,324866.0,332414.0,339916.0,347357.0,354717.0,361981.0,369150.0,376255.0,383340.0
Bermuda,BMU,45148,46239.0,47330.0,48521.0,49712.0,50605.0,51597.0,52589.0,53581.0,54573.0,54176.0,53779.0,53382.0,52985.0,52588.0,52786.0,52984.0,53182.0,53380.0,54243.0,54620.0,55016.0,55493.0,55982.0,56453.0,56933.0,57396.0,57890.0,58380.0,58861.0,58558.0,58135.0,58448.0,58855.0,59278.0,59658.0,60023.0,60466.0,60805.0,61349.0,62015.0,62420.0,62830.0,63242.0,63653.0,64019.0,64381.0,64763.0,65123.0,64615.0,64059.0,64291.0,64492.0,64628.0,64726.0,64048.0,63372.0,63419.0,63417.0
Bolivia,BOL,3512782,3581833.0,3652894.0,3726137.0,3801733.0,3879663.0,3959911.0,4042631.0,4128012.0,4216182.0,4307093.0,4400685.0,4496929.0,4595781.0,4697167.0,4801227.0,4907821.0,5016152.0,5125211.0,5234303.0,5343069.0,5451916.0,5561880.0,5674461.0,5790738.0,5910994.0,6034949.0,6162372.0,6292841.0,6425991.0,6561785.0,6700196.0,6840864.0,6983376.0,7127356.0,7272604.0,7419008.0,7566431.0,7714772.0,7863932.0,8013800.0,8164225.0,8315045.0,8466054.0,8617110.0,8768049.0,8918854.0,9069679.0,9220790.0,9372343.0,9524405.0,9676796.0,9829167.0,9981024.0,10132029.0,10281996.0,10431006.0,10579324.0,10727339.0
Brazil,BRA,73512233,75659850.0,77860638.0,80093686.0,82343106.0,84605991.0,86884571.0,89174641.0,91472660.0,93777520.0,96085266.0,98399561.0,100736614.0,103118495.0,105561278.0,108066309.0,110628758.0,113250135.0,115930607.0,118667127.0,121461969.0,124306431.0,127172515.0,130023461.0,132831892.0,135586779.0,138291494.0,140951164.0,143577027.0,146177951.0,148749832.0,151289490.0,153808246.0,156321155.0,158837480.0,161361150.0,163884394.0,166390127.0,168854551.0,171259323.0,173600364.0,175879293.0,178090769.0,180230163.0,182295386.0,184282765.0,186195366.0,188046728.0,189855640.0,191636404.0,193391722.0,195119737.0,196824309.0,198508716.0,200173903.0,201822832.0,203451839.0,205046591.0,206587615.0
Barbados,BRB,229597,230502.0,231488.0,232433.0,233251.0,233919.0,234484.0,235060.0,235766.0,236697.0,237881.0,239285.0,240820.0,242375.0,243866.0,245278.0,246616.0,247867.0,249002.0,250033.0,250927.0,251702.0,252400.0,253101.0,253859.0,254694.0,255596.0,256543.0,257512.0,258480.0,259438.0,260408.0,261385.0,262392.0,263442.0,264523.0,265648.0,266784.0,267886.0,268938.0,269912.0,270827.0,271721.0,272665.0,273692.0,274833.0,276042.0,277273.0,278418.0,279433.0,280280.0,280985.0,281575.0,282098.0,282592.0,283059.0,283491.0,283895.0,284275.0
Bhutan,BTN,217631,222988.0,228592.0,234633.0,241219.0,248399.0,256136.0,264341.0,272886.0,281677.0,290664.0,299866.0,309326.0,319106.0,329260.0,339796.0,350675.0,361732.0,372762.0,383619.0,394069.0,404140.0,414271.0,425105.0,436980.0,450351.0,464812.0,478915.0,490649.0,498687.0,502270.0,502161.0,500354.0,499697.0,502249.0,508639.0,518172.0,529935.0,542466.0,554663.0,566381.0,577878.0,588862.0,599068.0,608303.0,616380.0,623341.0,629625.0,635884.0,642579.0,649845.0,657565.0,665627.0,673840.0,682055.0,690282.0,698533.0,706754.0,714856.0
Botswana,BWA,504585,515386.0,526971.0,538826.0,550617.0,562263.0,574061.0,586558.0,600494.0,616406.0,634436.0,654479.0,676493.0,700384.0,726018.0,753522.0,782841.0,813466.0,844722.0,876151.0,907342.0,938464.0,970329.0,1004128.0,1040591.0,1080072.0,1121989.0,1165027.0,1207368.0,1247698.0,1285485.0,1321073.0,1355080.0,1388513.0,1422103.0,1456110.0,1490248.0,1524106.0,1557057.0,1588710.0,1618727.0,1647434.0,1675943.0,1705756.0,1737867.0,1773085.0,1810877.0,1849264.0,1885455.0,1917616.0,1944731.0,1967895.0,1989948.0,2014950.0,2045684.0,2083178.0,2126307.0,2173036.0,2220306.0
Central African Republic,CAF,1494850,1519953.0,1546612.0,1574989.0,1605139.0,1637423.0,1671596.0,1706353.0,1739935.0,1771228.0,1799724.0,1826188.0,1852466.0,1881118.0,1914043.0,1951447.0,1992929.0,2039036.0,2090264.0,2146692.0,2209298.0,2277402.0,2347486.0,2414807.0,2476171.0,2529736.0,2577084.0,2622571.0,2672482.0,2731205.0,2800170.0,2877619.0,2960918.0,3046062.0,3130048.0,3212081.0,3292814.0,3372460.0,3451600.0,3530636.0,3608893.0,3685744.0,3761591.0,3837097.0,3912426.0,3988876.0,4065567.0,4137898.0,4199657.0,4246969.0,4277710.0,4294887.0,4306032.0,4321718.0,4349697.0,4392580.0,4448695.0,4516273.0,4591909.0
Canada,CAN,18634977,18981567.0,19335164.0,19699770.0,20056369.0,20429982.0,20797590.0,21133140.0,21420505.0,21719928.0,22360274.0,22619842.0,22896396.0,23216035.0,23554856.0,23864792.0,24144071.0,24384415.0,24625747.0,24943319.0,25250969.0,25551361.0,25803933.0,26047531.0,26285547.0,26546836.0,26896768.0,27245518.0,27734355.0,28152495.0,28502363.0,28839738.0,29156667.0,29476008.0,29781017.0,30092321.0,30391375.0,30643596.0,30892680.0,31180378.0,31519106.0,31861860.0,32149054.0,32449011.0,32755481.0,33086421.0,33407735.0,33769510.0,34155076.0,34534834.0,34872826.0,35251481.0,35623945.0,35982086.0,36250635.0,36661119.0,37098956.0,37617580.0,38153274.0
Switzerland,CHE,5512000,5651730.0,5772545.0,5868038.0,5935805.0,5997843.0,6072159.0,6148623.0,6217821.0,6262739.0,6295605.0,6343608.0,6390438.0,6424852.0,6422042.0,6385334.0,6363687.0,6364258.0,6377038.0,6402360.0,6437385.0,6474998.0,6502762.0,6526114.0,6554923.0,6589034.0,6630421.0,6679151.0,6733154.0,6802295.0,6887312.0,6963246.0,7026661.0,7082675.0,7130004.0,7161493.0,7178744.0,7200075.0,7234414.0,7275068.0,7321103.0,7376485.0,7431213.0,7482297.0,7530229.0,7577486.0,7645205.0,7742346.0,7839085.0,7920734.0,8008803.0,8093842.0,8186911.0,8286800.0,8381132.0,8472657.0,8551720.0,8614715.0,8675715.0
Chile,CHL,7773314,7933677.0,8094410.0,8253291.0,8408768.0,8560075.0,8707732.0,8853089.0,8998185.0,9144528.0,9292500.0,9441717.0,9592045.0,9743122.0,9894695.0,10047245.0,10201019.0,10355239.0,10508839.0,10661297.0,10812093.0,10962181.0,11114250.0,11271958.0,11437877.0,11612517.0,11794980.0,11984499.0,12179770.0,12379459.0,12583524.0,12791191.0,12999369.0,13204138.0,13402594.0,13593682.0,13777735.0,13955040.0,14126414.0,14292712.0,14453674.0,14609602.0,14762716.0,14915900.0,15071325.0,15230467.0,15393210.0,15558139.0,15722943.0,15886293.0,16044749.0,16199269.0,16357836.0,16531416.0,16726116.0,16947771.0,17189308.0,17428413.0,17634588.0
China,CHN,645409760,650705060.0,666697096.0,682169022.0,698413977.0,717881092.0,736335644.0,755560651.0,776263029.0,797700895.0,819613065.0,839753883.0,858928784.0,876673866.0,892159361.0,905964082.0,918310375.0,930599042.0,943012563.0,954840025.0,967071071.0,981312883.0,995492361.0,1008553905.0,1022287375.0,1037492866.0,1054130154.0,1071102399.0,1087524220.0,1103481498.0,1118537775.0,1132245861.0,1145262379.0,1158206829.0,1170790852.0,1183062397.0,1195170449.0,1206638712.0,1217086410.0,1226676523.0,1235586864.0,1243865291.0,1251612842.0,1259046581.0,1266451349.0,1273522889.0,1280174141.0,1286733586.0,1293133560.0,1299378874.0,1305604854.0,1311966167.0,1318443470.0,1325118902.0,1331852318.0,1339064012.0,1346551005.0,1352689927.0,1357522967.0
Cote d'Ivoire,CIV,3705211,3844593.0,3992469.0,4145173.0,4300476.0,4457202.0,4617413.0,4785993.0,4969612.0,5172998.0,5397870.0,5642733.0,5905177.0,6181441.0,6468643.0,6765899.0,7073752.0,7392417.0,7722509.0,8064223.0,8417770.0,8782132.0,9154797.0,9532489.0,9912979.0,10294425.0,10677629.0,11066262.0,11465623.0,11879151.0,12307198.0,12747241.0,13196130.0,13649406.0,14103199.0,14557987.0,15012938.0,15461356.0,15894744.0,16307797.0,16697896.0,17068775.0,17429530.0,17793013.0,18169235.0,18561334.0,18968851.0,19393802.0,19837369.0,20300485.0,20784755.0,21291057.0,21818367.0,22364819.0,22928881.0,23510380.0,24109379.0,24724737.0,25355054.0
Cameroon,CMR,5699165,5820487.0,5947786.0,6080944.0,6219977.0,6365151.0,6516847.0,6675330.0,6840837.0,7013683.0,7194113.0,7382526.0,7579480.0,7785608.0,8001490.0,8227384.0,8463508.0,8710446.0,8968802.0,9238979.0,9520898.0,9814406.0,10119749.0,10437200.0,10766698.0,11108329.0,11461259.0,11823271.0,12191513.0,12563801.0,12939749.0,13319593.0,13702547.0,14087885.0,14475408.0,14864818.0,15257140.0,15655352.0,16063413.0,16484451.0,16919581.0,17368915.0,17833319.0,18313428.0,18809686.0,19322647.0,19852475.0,20398576.0,20960008.0,21535942.0,22126121.0,22730444.0,23348313.0,23979081.0,24622150.0,25277221.0,25943957.0,26621689.0,27309659.0
Colombia,COL,16476124,16990215.0,17515832.0,18049304.0,18587447.0,19129867.0,19675451.0,20219511.0,20756382.0,21282492.0,21795362.0,22297129.0,22794671.0,23297825.0,23813794.0,24344755.0,24889111.0,25445736.0,26012228.0,26586635.0,27169347.0,27760874.0,28359307.0,28962272.0,29568058.0,30175121.0,30783782.0,31396479.0,32016780.0,32646852.0,33287261.0,33935872.0,34588800.0,35240762.0,35887648.0,36527264.0,37159587.0,37785215.0,38405666.0,39021598.0,39633162.0,40238342.0,40832953.0,41411624.0,41970585.0,42511472.0,43036267.0,43542442.0,44026848.0,44489416.0,44920236.0,45324669.0,45735728.0,46197883.0,46738604.0,47377824.0,48095005.0,48828086.0,49490580.0
Comoros,COM,187209,190136.0,193172.0,196404.0,199911.0,203780.0,207994.0,212453.0,216980.0,221487.0,225863.0,230240.0,234977.0,240583.0,247398.0,255591.0,264976.0,275090.0,285277.0,295064.0,304290.0,313109.0,321751.0,330598.0,339912.0,349739.0,360004.0,370654.0,381638.0,392894.0,404443.0,416268.0,428325.0,440546.0,452872.0,465306.0,477826.0,490444.0,503091.0,515781.0,528491.0,541257.0,554154.0,567315.0,580831.0,594717.0,608971.0,623608.0,638629.0,654036.0,669848.0,686053.0,702565.0,719310.0,736193.0,753200.0,770329.0,787578.0,804951.0
Cabo Verde,CPV,203146,207855.0,213662.0,220332.0,227593.0,235587.0,244186.0,252573.0,259648.0,264698.0,267328.0,267854.0,267089.0,266262.0,266279.0,267356.0,269313.0,272096.0,275577.0,279603.0,284321.0,289761.0,295587.0,301345.0,306751.0,311573.0,315989.0,320494.0,325795.0,332389.0,340435.0,349676.0,359652.0,369684.0,379259.0,388233.0,396705.0,404724.0,412438.0,419958.0,427270.0,434313.0,441103.0,447611.0,453856.0,459833.0,465570.0,471202.0,476880.0,482707.0,488746.0,494956.0,501296.0,507643.0,513945.0,520178.0,526361.0,532466.0,538472.0
